Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10001027,0,0,-1,12,20,1480,40,128,26,485,0,22,,21,f473b8dc,2796cdff,,,4cf72387,7e0ccccf,a0e559da,0b153874,a73ee510,3b08e48b,418037d7,,b0bfed6d,07d13a8f,beac2588,,27c07bd6,c3854c72,,,,ad3062eb,423fab69,,,
10001028,1,,0,1,1,41948,58,0,1,47,,0,,1,68fd1e64,8e4f887c,,,25c83c98,,a5cda78a,1f89b562,a73ee510,3f6a1e90,c255f829,,fe528cd1,07d13a8f,db586845,,e5ba7672,4b340164,,,,,32c7478e,,,
10001029,0,0,0,2,,1820,13,7,1,1,0,2,,,68fd1e64,2c8c5f5d,76ed1dd5,2dd6c68d,25c83c98,7e0ccccf,50b436c9,0b153874,a73ee510,0a3a2cb6,a0a5e9d7,276c03a1,ee79db7b,b28479f6,36fdeaa3,342c1437,e5ba7672,f5f4ae5b,,,41e7a5c1,,bcdee96c,ba835183,,
10001030,1,35,62,2804,,18,3,24,45,71,0,1,,,05db9164,c5c1d6ae,b2de8002,f9a7e394,25c83c98,7e0ccccf,0d00feb3,5b392875,a73ee510,ff4776d6,640d8b63,76517c94,18041128,b28479f6,29a18ba0,afc96aa6,e5ba7672,836a67dd,21ddcdc9,5840adea,c0cd6339,78e2e389,32c7478e,7e60320b,7a402766,ba14bbcb
10001031,0,,7,19,4,775584,,0,4,5,,0,,4,05db9164,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,b26a9de2,5b392875,7cc72ec2,3b08e48b,49807fed,dfbb09fb,5fe23a9b,8ceecbc8,7ac43a46,84898b2a,07c540c4,bc48b783,,,0014c32a,c9d4222a,be7c41b4,3b183c5c,,
10001032,0,0,0,38,8,50,24,1,13,43,0,1,,8,05db9164,f0cf0024,6f67f7e5,41274cd7,4cf72387,,5b10fdbf,5b392875,a73ee510,72c66cf6,d30a51a7,623049e6,de1618b9,b28479f6,e6c5b5cd,c92f3b61,e5ba7672,b04e4670,21ddcdc9,5840adea,60f6221e,,32c7478e,43f13e8b,ea9a246c,731c3655
10001033,1,0,15,8,8,1339,602,2,47,559,0,1,,8,05db9164,421b43cd,b2d2b548,29998ed1,25c83c98,fbad5c96,dc7659bd,0b153874,a73ee510,76aa8efa,e51ddf94,6aaba33c,3516f6e6,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
10001034,0,,-1,,,3651,,0,9,43,,0,,,8cf07265,f8c8e8f8,cedcacac,7967fcf5,4cf72387,7e0ccccf,ae33f6b1,5b392875,a73ee510,fa7d0797,0b1185ee,553e02c3,9416a599,1adce6ef,bd2c909f,91a6eec5,1e88c74f,d2f0bce2,21ddcdc9,5840adea,a97b62ca,,32c7478e,727a7cc7,f55c04b6,6935065e
10001035,0,0,0,1,1,3584,269,1,4,15,0,1,,1,05db9164,207b2d81,967c1f87,36f6f194,25c83c98,,d6293852,1f89b562,a73ee510,3b08e48b,c6cb726f,4d9fada8,176d07bc,b28479f6,2f51688f,46973e83,d4bb7bd8,f724634a,21ddcdc9,a458ea53,139f7201,,3a171ecb,b2f178a3,001f3601,d9c73336
10001036,0,,0,11,32,9515,356,44,41,890,,4,,32,05db9164,09e68b86,6f7b7ab4,2afc9b85,25c83c98,13718bbd,d385ea68,0b153874,a73ee510,3b08e48b,7940fc2a,642e0279,00e20e7b,07d13a8f,36721ddc,f16e21bb,e5ba7672,5aed7436,45d6674c,a458ea53,b3dd1dd5,,32c7478e,3fdb382b,e8b83407,c5686cdc
10001037,0,0,135,5,8,3425,151,3,39,149,0,2,,9,05db9164,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,ea6998f9,0b153874,a73ee510,3b08e48b,6dc69f41,e0d76380,fca56425,b28479f6,b760dcb7,1203a270,07c540c4,2efa89c6,,,73d06dde,,32c7478e,aee52b6f,,
10001038,0,,7,58,23,616,,0,23,23,,0,,23,05db9164,06174070,a3829614,b0ed6de7,25c83c98,fe6b92e5,57b4bd89,1f89b562,a73ee510,3b08e48b,71fd20d9,3b917db0,ddd66ce1,b28479f6,62615981,12e989e9,776ce399,836a11e3,a34d2cf6,5840adea,9179411e,c9d4222a,3a171ecb,1793a828,e8b83407,fa3124de
10001039,1,,781,,1,3420,23,10,6,21,,1,,1,05db9164,86d4fccc,b009d929,c7043c4b,43b19349,fbad5c96,ec945943,0b153874,a73ee510,abb4a95b,633b9489,3563ab62,cc0946cf,1adce6ef,b27dd6c7,b688c8cc,e5ba7672,be645006,21ddcdc9,5840adea,2754aaf1,8ec974f4,32c7478e,3b183c5c,001f3601,aa86a675
10001040,0,0,42,2,3,4321,257,1,4,55,0,1,,3,b455c6d7,2c16a946,418bc162,b180f466,25c83c98,fe6b92e5,9b98e9fc,51d76abe,a73ee510,49d1ad89,7f8ffe57,50d03481,46f42a63,07d13a8f,18231224,653e1976,e5ba7672,74ef3502,,,f62bd1a6,,32c7478e,9117a34a,,
10001041,0,1,0,6,6,249,36,14,25,45,1,3,,6,68fd1e64,c6000c21,d032c263,c18be181,25c83c98,3bf701e7,0adb34fd,0b153874,a73ee510,5ba575e7,cef3fa21,dfbb09fb,9416a599,07d13a8f,eb8600ba,84898b2a,e5ba7672,7f98f2d9,,,0014c32a,,32c7478e,3b183c5c,,
10001042,0,4,76,7,2,211,11,5,6,39,1,2,0,11,05db9164,207b2d81,ff44b7d9,56e6ecbd,25c83c98,6f6d9be8,01074d39,5b392875,a73ee510,299aecf1,e66005d3,2633f20a,8f33b365,cfef1c29,46630f6c,36b4052c,07c540c4,fa0643ee,21ddcdc9,a458ea53,214a6ee3,,32c7478e,95597f5d,001f3601,4a5cc2a6
10001043,0,,7,0,0,,,,6,,,,,1,ba454362,38a947a1,7f3108cf,d7cd7045,25c83c98,7e0ccccf,e7698644,1f89b562,7cc72ec2,3b08e48b,f9d0f35e,8008e92d,b55434a9,1adce6ef,93414bca,c65c4721,2005abd1,4240e004,,,0e4974a6,,be7c41b4,67371b0f,,
10001044,0,,-1,,,5195,886,0,12,655,,0,,,9a89b36c,68b3edbf,b00d1501,d16679b9,25c83c98,7e0ccccf,d5b22f0b,a61cc0ef,a73ee510,fbbf2c95,41a49f7a,e0d76380,a8840224,b28479f6,f511c49f,1203a270,e5ba7672,752d8b8a,,,73d06dde,,32c7478e,aee52b6f,,
10001045,0,,-1,1,4,18828,147,10,7,6,,2,,6,05db9164,3df44d94,02cf9876,c18be181,384874ce,7e0ccccf,397def4e,0b153874,a73ee510,a0eb88e1,20b05825,8fe001f4,c28589ee,b28479f6,e0052e65,36103458,e5ba7672,e7648a8f,,,e587c466,,3a171ecb,3b183c5c,,
10001046,1,1,1,2,3,27,3,1,4,3,1,1,,3,05db9164,38a947a1,b65b2b55,6bb27684,25c83c98,,eb4aa055,64523cfa,a73ee510,5162b19c,7a3651f5,cfb557e9,95bc260c,1adce6ef,407f71c8,9dbc9989,d4bb7bd8,5b22094b,,,4eb95bd4,,32c7478e,42bf52c5,,
10001047,0,1,0,1,1,273,8,8,4,53,1,4,,1,5a9ed9b0,5dac953d,d032c263,c18be181,4cf72387,7e0ccccf,f00bddf8,1f89b562,a73ee510,f5ec1909,55795b33,dfbb09fb,39795005,07d13a8f,610165b2,84898b2a,e5ba7672,28ebd359,,,0014c32a,,3a171ecb,3b183c5c,,
10001048,1,2,-1,,0,47,0,2,0,0,1,1,2,0,5a9ed9b0,78ccd99e,6dbdfe68,e9200d86,25c83c98,fbad5c96,282b88fc,0b153874,a73ee510,0f1a2599,a2460a9f,f1ae6361,0e5bc979,1adce6ef,b00d57a8,3b6988c7,27c07bd6,e7e991cb,276c2365,a458ea53,9cdbbd73,ad3062eb,32c7478e,cb1f72c0,33d94071,16bb6903
10001049,1,,0,5,2,39775,30,4,2,27,,0,,2,5a9ed9b0,39dfaa0d,e300ec1e,5e607021,25c83c98,,753aa291,0b153874,a73ee510,7cfcb35e,d20ffd8f,28eaf8f1,6619af2b,07d13a8f,9c6e7138,0fbd51f0,e5ba7672,b4cf6245,21ddcdc9,b1252a9d,b1a43951,,32c7478e,a90ebaa1,010f6491,074bb89f
10001050,0,,-1,,,,,0,1,4,,0,,,5a9ed9b0,0a765a7a,b12880f3,e5b2a31b,25c83c98,fe6b92e5,86e5b4b0,5b392875,7cc72ec2,3b08e48b,28404bee,23121637,3af886ff,07d13a8f,32c6ddd8,50b03903,2005abd1,4cb86eeb,,,39059201,78e2e389,423fab69,ff09b92e,,
10001051,0,,1,,,36401,,0,0,11,,0,,,68fd1e64,8947f767,527e0f98,7ccee479,4cf72387,,668ca1ce,5b392875,a73ee510,3b08e48b,a353f58d,11329f36,b22a5f52,b28479f6,ac98936b,0c1bb936,776ce399,2c698a26,74f2710c,a458ea53,a1535745,,32c7478e,396a8f90,010f6491,f15edf91
10001052,0,,1,7,4,1504,8,1,3,10,,1,,4,05db9164,4f25e98b,2623adb1,4437fda1,f281d2a7,7e0ccccf,38eb9cf4,0b153874,a73ee510,547c0ffe,7f8ffe57,4ad57b0f,46f42a63,1adce6ef,17d9b759,e853c871,d4bb7bd8,7ef5affa,47e67bca,a458ea53,82633f90,ad3062eb,32c7478e,9b78045a,e8b83407,01849d96
10001053,0,,0,1,1,285916,,0,1,52,,0,,1,68fd1e64,38a947a1,bd5a1051,4b481a7b,25c83c98,fe6b92e5,6746bfa7,0b153874,7cc72ec2,cce8f055,c6db8e1c,0550989c,971b4ca9,1adce6ef,eedb44b4,41aa730c,e5ba7672,da953fbe,,,74a6391e,,3a171ecb,1e4f0757,,
10001054,0,,1,,13,537,,0,13,13,,0,,13,05db9164,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,ddd824d4,45f7c2dd,a73ee510,3b08e48b,9590fb42,9f32b866,8f639d7e,07d13a8f,943169c2,31ca40b6,776ce399,281769c2,,,dfcfc3fa,,c7dc6720,aee52b6f,,
10001055,0,2,48,14,4,131,7,16,7,8,1,3,5,7,3c9d8785,80e26c9b,ad380f00,c35b84a2,25c83c98,fe6b92e5,92ce5a7d,0b153874,a73ee510,9f7517e0,e0c3cae0,46a28254,e8df3343,07d13a8f,19da88a6,7ebe13a3,8efede7f,12195b22,21ddcdc9,5840adea,e0c6d533,ad3062eb,423fab69,1793a828,e8b83407,28f3d990
10001056,0,,5,20,39,4286,48,3,20,49,,1,2,42,05db9164,4f25e98b,dca5d15a,794fc893,b0530c50,fbad5c96,fe4dce68,5b392875,a73ee510,ab9e9acf,68357db6,befd9d25,768f6658,07d13a8f,dfab705f,b2ae3c75,27c07bd6,7ef5affa,c79aad78,a458ea53,4ed90330,,32c7478e,3fdb382b,001f3601,49d68486
10001057,0,0,0,,1,12638,117,4,2,112,0,3,0,1,5a9ed9b0,5dac953d,d032c263,c18be181,25c83c98,fbad5c96,6978304f,5b392875,a73ee510,5ba575e7,dbdb7970,dfbb09fb,9be66b48,1adce6ef,b4a435f2,84898b2a,e5ba7672,63e4be9d,,,0014c32a,,3a171ecb,3b183c5c,,
10001058,0,1,0,2,,364,4,1,2,2,1,1,,,68fd1e64,38a947a1,,,25c83c98,7e0ccccf,2ce919c7,c8ddd494,a73ee510,1665e5d5,611103d4,,97894d02,07d13a8f,408da8f5,,d4bb7bd8,8cf8b532,,,,ad3062eb,32c7478e,,,
10001059,0,0,1,9,1,18753,,0,2,1,0,0,,2,05db9164,68b3edbf,b00d1501,d16679b9,25c83c98,7e0ccccf,130c01bb,0b153874,a73ee510,3044b0a2,5accb57d,e0d76380,54503c4c,1adce6ef,a9bfbf99,1203a270,d4bb7bd8,752d8b8a,,,73d06dde,ad3062eb,dbb486d7,aee52b6f,,
10001060,0,2,1,,13,282,37,2,9,31,1,1,,19,05db9164,38a947a1,,,4cf72387,7e0ccccf,86651165,0b153874,a73ee510,3b08e48b,94e499b0,,0159bf9f,07d13a8f,9406dc72,,07c540c4,a00a189e,,,,,3a171ecb,,,
10001061,1,5,0,14,5,1303,6,31,15,29,0,5,,5,05db9164,4e8d18ed,ced08c74,34257348,25c83c98,,4ac9db9e,0b153874,a73ee510,3b08e48b,bc346946,e9e122ae,bcc725fc,07d13a8f,8d016df5,67c46897,e5ba7672,47e4d79e,f1ed3100,b1252a9d,74f661fa,,32c7478e,3fdb382b,c9f3bea7,d37be573
10001062,0,64,53,1,2,7,2,64,2,2,1,1,0,2,05db9164,6887a43c,6d0ceb43,8d164e53,25c83c98,7e0ccccf,2856ce8c,0b153874,a73ee510,a1ee64a6,703dfdea,9fa694f3,b6eb5d96,b28479f6,72fdc13c,a54711b4,e5ba7672,570391ac,21ddcdc9,b1252a9d,78766d37,ad3062eb,32c7478e,9e0bee34,445bbe3b,819ceb20
10001063,0,0,-1,1,,3201,78,1,6,68,0,1,0,,68fd1e64,68b3edbf,77f2f2e5,d16679b9,4cf72387,7e0ccccf,e465eb54,5b392875,a73ee510,f0c8b1be,01a88896,9f32b866,dfb2a8fa,b28479f6,12f48803,31ca40b6,d4bb7bd8,cf1cde40,,,dfcfc3fa,,93bad2c0,aee52b6f,,
10001064,0,1,5,2,4,529,5,7,4,116,1,3,0,4,05db9164,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,26a81064,0b153874,a73ee510,dcbc7c2b,9e511730,dfbb09fb,04e4a7e0,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
10001065,0,4,1,2,6,334,25,4,22,62,1,1,,6,68fd1e64,38d50e09,01a0648b,657dc3b9,4cf72387,13718bbd,6ad82e7a,5b392875,a73ee510,451bd4e4,c1ee56d0,11fcf7fa,ebd756bd,07d13a8f,fa321567,5e1b6b9d,e5ba7672,52b872ed,21ddcdc9,a458ea53,bfeb50f6,,32c7478e,df487a73,001f3601,c27f155b
10001066,0,0,5,27,1,9063,209,1,2,9,0,1,,1,bd4b6d14,39dfaa0d,25a522c9,03a10626,25c83c98,fbad5c96,a19ea455,5b392875,a73ee510,8d45c464,0014be64,e3ad22fa,3cfb0207,07d13a8f,60fa10e5,24e10ac4,d4bb7bd8,df4fffb7,21ddcdc9,5840adea,b698f45c,,c7dc6720,66fea1be,010f6491,4e7af834
10001067,0,0,-1,32,21,1509,73,3,48,175,0,2,,36,05db9164,95e2d337,3b42f196,9fcedc56,25c83c98,fbad5c96,8f572b5e,0b153874,a73ee510,ce92c282,434d6c13,e0d3660a,7301027a,cfef1c29,adc5d179,d4814f0d,e5ba7672,7b06fafe,85684dc0,a458ea53,a5a0a586,,423fab69,45dc0576,2bf691b1,0c1bbe81
10001068,0,35,0,10,3,555,5,35,5,5,1,1,1,3,68fd1e64,09e68b86,bab6edb9,35b598a9,25c83c98,fbad5c96,0d55d8f3,0b153874,a73ee510,cadd6cff,27465d16,d227bdb7,db4c1ae9,b28479f6,52baadf5,0f33b689,3486227d,5aed7436,a4558105,b1252a9d,95de4956,,3a171ecb,73496e83,e8b83407,f3fccfbe
10001069,1,,82,4,4,4471,12,8,4,40,,3,,4,5a9ed9b0,85ba09f0,f07ed577,5d077156,4cf72387,,9b98e9fc,51d76abe,a73ee510,547c0ffe,7f8ffe57,b0c7f2c0,46f42a63,07d13a8f,e3fd574c,38f75f7c,e5ba7672,fc16085c,,,6aae8edf,,32c7478e,adc36d25,,
10001070,0,1,247,34,21,637,29,6,28,104,1,2,0,23,be589b51,58e67aaf,814a9e19,650cc93b,25c83c98,7e0ccccf,60f43665,0b153874,a73ee510,d3f2758d,b91c2548,33b83378,a03da696,b28479f6,62eca3c0,db2d4359,27c07bd6,c21c3e4c,1d04f4a4,b1252a9d,1a0fc4bc,,bcdee96c,3fdb382b,9b3e8820,49d68486
10001071,0,,0,1,3,2,,0,3,3,,0,,3,8cf07265,04e09220,b1ecc6c4,5dff9b29,25c83c98,7e0ccccf,1880ce04,5b392875,a73ee510,3b08e48b,0fc6ec45,2436ff75,94b87a00,07d13a8f,f6b23a53,f4ead43c,776ce399,6fc84bfb,,,4f1aa25f,,be7c41b4,ded4aac9,,
10001072,0,0,10,123,7,1660,209,5,25,137,0,1,,18,68fd1e64,207b2d81,aff16d9b,c2fcecf6,25c83c98,7e0ccccf,dc7659bd,062b5529,a73ee510,015ac893,e51ddf94,47faf1ea,3516f6e6,07d13a8f,da315591,ff2d2256,e5ba7672,29907d97,21ddcdc9,b1252a9d,4a5610c1,ad3062eb,3a171ecb,38be899f,e8b83407,c26ea7d4
10001073,0,0,598,1,1,6492,130,7,1,81,0,1,,1,8cf07265,8aade191,aba270bc,3d9541ed,4cf72387,7e0ccccf,6f208241,0b153874,a73ee510,29b00bcc,d9244025,066be83b,a615211e,dcd762ee,43a44453,f68fdaa9,e5ba7672,eef7297e,,,1266f168,,3a171ecb,8d4a9014,,
10001074,0,,0,1,,56622,,,0,,,,,,05db9164,38a947a1,18e45a4a,2a35d8c7,25c83c98,fbad5c96,9905f515,0b153874,7cc72ec2,711ec2bc,25647a7f,08c9bf42,1e750733,64c94865,9333e1cf,841c20a2,3486227d,607d062b,,,feaeb2ce,,32c7478e,47cbdaec,,
10001075,0,1,0,6,2,1262,18,2,10,10,0,1,,2,05db9164,e5fb1af3,5b69ee06,d6de6491,25c83c98,fe6b92e5,34ee90db,0b153874,a73ee510,d2e3dec0,d74aabe6,a0933b22,0fb78b80,1adce6ef,60403b20,3e5c1145,07c540c4,13145934,23a4bfcf,b1252a9d,4bd7cc79,,3a171ecb,74d7f2da,e8b83407,1f4b2057
10001076,1,,1,,,25394,,,10,,,,,,05db9164,5dac953d,d032c263,c18be181,5a3e1872,7e0ccccf,9838c017,5b392875,a73ee510,3b08e48b,b87ef7f7,dfbb09fb,aec8a59d,1adce6ef,3a6fbb6d,84898b2a,776ce399,06c23e12,,,0014c32a,,bcdee96c,3b183c5c,,
10001077,0,,4,,,14764,,0,13,55,,0,,,5a9ed9b0,38a947a1,49548883,69040d07,25c83c98,fbad5c96,4bd081bf,0b153874,a73ee510,3b08e48b,2271d551,2090cef1,0092602c,07d13a8f,28b468d1,9dbe7da6,776ce399,b49c9b63,,,21d59fb6,,be7c41b4,4921c033,,
10001078,0,,0,4,4,31855,178,1,21,168,,0,,4,2d4ea12b,9e681c70,19e69299,7cb07a1c,25c83c98,7e0ccccf,dcab49d9,51d76abe,a73ee510,aa4b3ff6,cd3a0eb4,82266981,715b22a3,07d13a8f,300cab0d,ccf55c34,07c540c4,bbdd12dc,,,c52d9fb9,,423fab69,aee52b6f,,
10001079,1,13,19,18,18,1382,57,65,40,214,0,7,,18,be589b51,421b43cd,1e4bf224,29998ed1,307e775a,fe6b92e5,21c0ea1a,1f89b562,a73ee510,cfa407de,bc862fb6,6aaba33c,4f487d87,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,bcdee96c,b34f3128,,
10001080,0,2,-1,124,27,2,5,2,25,89,1,1,,5,05db9164,80e26c9b,e346a5fd,85dd697c,4cf72387,fbad5c96,197b4575,0b153874,a73ee510,6c47047a,7696b047,539c5644,e40e52ae,1adce6ef,0f942372,aafa191e,e5ba7672,005c6740,21ddcdc9,5840adea,7e5b7cc4,ad3062eb,3a171ecb,1793a828,fd2fe0bd,b9809574
10001081,1,3,1594,,0,27,0,3,0,0,2,2,1,0,68fd1e64,4f25e98b,f034c257,0aab7931,25c83c98,,b45db245,5b392875,a73ee510,42635bfd,aadb87b9,514a230e,e9332a03,07d13a8f,dfab705f,178bcb9c,3486227d,7ef5affa,55dd3565,b1252a9d,6bb44c91,,32c7478e,3fdb382b,001f3601,49d68486
10001082,0,0,26,6,20,8796,419,3,16,155,0,1,0,20,05db9164,09e68b86,aa8c1539,85dd697c,25c83c98,,14ad5567,0b153874,a73ee510,bd256365,9ddd72e9,d8c29807,37e99bb7,8ceecbc8,d2f03b75,c64d548f,3486227d,63cdbb21,cf99e5de,5840adea,5f957280,,32c7478e,1793a828,e8b83407,b7d9c3bc
10001083,0,1,0,36,21,637,29,6,29,104,1,2,0,23,05db9164,58e67aaf,814a9e19,650cc93b,25c83c98,7e0ccccf,60f43665,0b153874,a73ee510,d3f2758d,b91c2548,33b83378,a03da696,07d13a8f,10935a85,db2d4359,27c07bd6,c21c3e4c,1d04f4a4,a458ea53,1a0fc4bc,,423fab69,3fdb382b,9b3e8820,49d68486
10001084,0,,-1,,,21918,25,2,0,16,,1,0,,05db9164,2ae0a573,c5d94b65,5cc8f91d,4cf72387,6f6d9be8,db57ffd3,0b153874,a73ee510,d1184420,a1e02e8a,75c79158,56568181,ad1cc976,dd94570a,208d4baf,07c540c4,3e340673,,,6a909d9a,,c3dc6cef,1f68c81f,,
10001085,1,,-1,,,1605,53,34,0,46,,3,,,05db9164,1cfdf714,e94cec84,5a7fb25b,25c83c98,7e0ccccf,e807f153,5b392875,a73ee510,c67d0dd2,1054ae5c,452ebcc4,d7ce3abd,1adce6ef,f3002fbd,90d7f51e,3486227d,e88ffc9d,841389cd,a458ea53,2b544299,,bcdee96c,debaefff,cb079c2d,74d0e605
10001086,0,,0,17,2,,,0,2,2,,0,,2,05db9164,80e26c9b,ce37c349,02195b1d,25c83c98,fe6b92e5,1f2924d9,0b153874,7cc72ec2,3b08e48b,3ec9c616,1f571c8c,b55434a9,07d13a8f,f3635baf,04f57862,2005abd1,f54016b9,21ddcdc9,b1252a9d,0890df1d,,be7c41b4,910fbaa8,e8b83407,849a1ff5
10001087,0,2,1,1,12,31,12,40,40,124,1,6,1,12,05db9164,ae46a29d,e40c8a42,f922efad,43b19349,13718bbd,43b59c37,062b5529,a73ee510,f71087b9,23cd7a8a,66a76a26,009f5dd8,1adce6ef,8ff4b403,01adbab4,3486227d,26b3c7a7,,,21c9516a,,423fab69,b34f3128,,
10001088,1,,0,49,0,15913,120,12,9,54,,1,,4,8cf07265,942f9a8d,8e191576,738c4ecf,25c83c98,7e0ccccf,49b74ebc,0b153874,a73ee510,0e9ead52,c4adf918,cdc12223,85dbe138,07d13a8f,a8e962af,1443c357,e5ba7672,1f868fdd,7839a083,a458ea53,55eddbf2,,32c7478e,3fdb382b,001f3601,49d68486
10001089,0,64,5,7,16,177,17,65,26,34,1,2,0,16,68fd1e64,38a947a1,c4b406e2,bf536db3,25c83c98,7e0ccccf,9fc5abd8,0b153874,a73ee510,4d1812fe,8b92652b,e8a073ad,c5bc951e,07d13a8f,023cf3c2,489b1305,e5ba7672,e8623312,,,e106ec2a,,423fab69,b889075b,,
10001090,0,,59,4,,150799,,,14,,,,,,05db9164,4f25e98b,609b18b2,2a5a966c,25c83c98,fbad5c96,3081ebe2,0b153874,7cc72ec2,55a6f782,ee53454a,e8a3b0ec,7700c0a3,1adce6ef,17d9b759,68a303fa,d4bb7bd8,7ef5affa,5b885066,a458ea53,b032170f,,bcdee96c,3fdb382b,001f3601,49d68486
10001091,0,8,-1,15,22,237,69,8,24,23,1,1,,23,05db9164,207b2d81,7a121ea3,96dc7a08,25c83c98,fbad5c96,ba8bba08,0b153874,a73ee510,54e99be5,34c909fe,fe726452,ef9686d6,b28479f6,899da9d5,f036a5b6,e5ba7672,25c88e42,21ddcdc9,b1252a9d,d17948fb,,dbb486d7,21c9d296,001f3601,8115a695
10001092,1,3,8,19,21,139,25,3,22,24,1,1,4,24,68fd1e64,95e2d337,e6b40b6f,894b5cc5,4cf72387,13718bbd,468a0854,0b153874,a73ee510,3b08e48b,a60de4e5,aab07b0a,605bbc24,f862f261,fe83a0f3,93367426,8efede7f,7b06fafe,21ddcdc9,b1252a9d,8862ec81,,55dd3565,f271f41c,2bf691b1,cc7a24ff
10001093,1,0,92,18,14,4236,51,5,9,75,0,1,0,14,05db9164,80e26c9b,f4d47e66,85dd697c,4cf72387,7e0ccccf,003b71c9,0b153874,a73ee510,852273ac,5adcba72,ffbf0186,5b6ee19d,07d13a8f,e8f4b767,2d0bbe92,e5ba7672,005c6740,21ddcdc9,5840adea,bc727a3a,,32c7478e,1793a828,e8b83407,b9809574
10001094,0,,4,,,1572,,0,17,55,,0,,,05db9164,8947f767,6bbe880c,feb6eb1a,4cf72387,7e0ccccf,3babeb61,0b153874,a73ee510,3b08e48b,565788d0,d06dc48e,8e7ad399,1adce6ef,ba8b8b16,30e6420c,776ce399,bd17c3da,ba92e49d,b1252a9d,65f3080f,,be7c41b4,42a310e6,010f6491,0eabc199
10001095,0,,50,3,6,3515,39,26,7,60,,3,,6,c35dc981,3f0d3f28,1c3751ae,fb148005,307e775a,fe6b92e5,6b157a36,0b153874,a73ee510,7af704c6,5097afa1,7e913427,a4456f70,1adce6ef,14108df6,6d932aa6,e5ba7672,88416823,,,4cb317c8,,32c7478e,e5fca70a,,
10001096,0,,22,5,3,33228,95,2,4,38,,0,,3,5a9ed9b0,287130e0,d720fa19,80b636bf,25c83c98,fbad5c96,4813a129,5b392875,a73ee510,e4f51aba,e3baf8d4,7603f93b,bc1e82c6,1adce6ef,d959e25d,3a916779,3486227d,53515e19,79849f24,5840adea,11c7f092,,bcdee96c,67d92064,ea9a246c,03219b28
10001097,1,7,361,1,0,5,0,7,0,0,3,3,,0,05db9164,92f101be,,,25c83c98,7e0ccccf,56fb669f,0b153874,a73ee510,2ba4033c,7252cfd2,,ccb9cc75,07d13a8f,de877c2a,,e5ba7672,20157126,21ddcdc9,5840adea,,,3a171ecb,,001f3601,074bb89f
10001098,0,,-1,154,,24444,,,8,,,,,,05db9164,80e26c9b,5fe0c734,85dd697c,bf9f7f48,7e0ccccf,14ad5567,0b153874,a73ee510,376bbe93,9ddd72e9,d2a7c085,37e99bb7,8ceecbc8,8d015bd8,da441c7e,e5ba7672,005c6740,21ddcdc9,5840adea,8c303a0c,c9d4222a,3a171ecb,1793a828,e8b83407,9904c656
10001099,1,2,56,,1,1,1,2,1,1,1,1,2,0,75ac2fe6,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,c78204a1,0b153874,a73ee510,3b08e48b,b362cd99,e0d76380,aa655a2f,b28479f6,b760dcb7,1203a270,8efede7f,2efa89c6,,,73d06dde,,3a171ecb,aee52b6f,,
10001100,0,,56,5,2,9201,5,6,5,5,,3,0,2,05db9164,09e68b86,dde5f2b6,e2dd7a30,25c83c98,,b87f4a4a,0b153874,a73ee510,e70742b0,319687c9,4fd4131a,62036f49,b28479f6,52baadf5,c2a53b02,e5ba7672,5aed7436,efa3470f,b1252a9d,dba606ce,,32c7478e,9ea46a76,e8b83407,ec5c8816
10001101,1,2,24,20,10,1,2,6,16,213,1,2,,2,05db9164,bfdcfc4a,7ab2d691,327970ed,25c83c98,fe6b92e5,f970e59a,0b153874,a73ee510,b6900243,5adcba72,d3bac723,5b6ee19d,b28479f6,2ed5bdad,fc95dd4e,e5ba7672,ffd53157,21ddcdc9,b1252a9d,e3641ee4,,32c7478e,1793a828,e8b83407,779ff446
10001102,1,0,-1,4,1,1643,17,53,2,233,0,7,,1,05db9164,f9875f50,dc7cd51f,b0714e74,25c83c98,fbad5c96,fd0b1667,0b153874,a73ee510,03ed27e7,9ebaacb7,a924e126,581ec7a9,1adce6ef,9bd565d9,67e2b595,e5ba7672,43a9e4b1,49175026,a458ea53,6a2d420e,,3a171ecb,d553a122,e8b83407,f921e5fe
10001103,0,1,0,45,15,15,10,5,13,240,1,4,,10,05db9164,287130e0,aa8c1539,85dd697c,384874ce,7e0ccccf,03dda6cf,0b153874,a73ee510,759c0862,3289d3e1,d8c29807,5a777c73,07d13a8f,10040656,c64d548f,e5ba7672,891589e7,cf99e5de,5840adea,5f957280,,3a171ecb,1793a828,e8b83407,b7d9c3bc
